Supplier Name,Stage Invoked,Mandatory Restrictions,Reporting Month,Total Monthly Potable Water Production 2014,Total Monthly Potable Water Production 2013,Units,Qualification,Total Population Served,REPORTED Residential Gallons-per-Capita-Day (R-GPCD) (starting in September 2014),Optional - Enforcement Actions,Optional - Implementation,Optional - Recycled Water,Recycled Water Units, CALCULATED Monthly Gallons Month 2014 ,CALCULATED Monthly Gallons Month 2013,CALCULATED R-GPCD 2014 (Values calculated by Water Board staff using methodology available at http://www.waterboards.ca.gov/waterrights/water_issues/programs/drought/docs/ws_tools/guidance_estimate_res_gpcd.pdf),CALCULATED R-GPCD 2013 (Values calculated by Water Board staff using methodology available at http://www.waterboards.ca.gov/waterrights/water_issues/programs/drought/docs/ws_tools/guidance_estimate_res_gpcd.pdf),% Residential Use,Comments/Corrections
Santa Rosa  City of,Stage 1 - Mandatory,Yes,Aug-14,580628381,701906695,G,," 170,093 ",,"The City has implemented Stage 1 - Mandatory.   The City has implemented weekly water watch patrols and also provides options for the community to report water waste and Stage 1 Mandatory violations through our website, hotline and MySantaRosa app.  Water Use Efficiency staff and City field crews have been trained and can door tag any home or business for a violation.  The City has a progressive enforcement program that starts with information and education and can ultimately lead to turning off the customer‰Ûªs water.","The City has implemented Stage 1 - Mandatory, which requires the following: -20% community-wide reduction in water use; -Compliance with the City‰Ûªs water waste ordinance which prohibits runoff from irrigated areas and prohibits property side breaks and leaks; -Irrigation can only occur between the hours of 8 PM through 6 AM;   -Prohibits washing down hardscapes unless required for public health and safety; -Prohibits using potable water for street washing;  -Requires shut-off hose nozzles for all garden and utility hoses; and - Requires ‰ÛÏWater-on-request‰Û at all restaurants. The City is providing information to the community through bill inserts, bill face messages, social media, dedicated website, radio and newspaper ads.  The City offers numerous rebates and incentive programs, including free home and commercial audits. The City continues to participate in the regional media campaign - ""There's a Drought On. Turn the Water Off.""  The media campaign includes newspaper and radio ads, before the movie ads, dedicated website, and local cable channel video. In addition, a DIY Outdoor Drought Solutions event was held August 23rd from 10AM - 4PM to educate the community about outdoor efficiency, rebates and incentive programs. ",,,580628381,701906695,73.78,89.19,67%,No Correction Needed
Santa Rosa  City of,1 - Mandatory,Yes,Sep-14,639349253,694288510,G,"Due to variation in the number of days in the billing cycle between Sept. 2013 (29) and Sept. 2014 (35), the daily average water production decreased 23.7% in Sept. 2014 (compared to Sept. 2013) as a result of Santa Rosa's conservation efforts. Enforcement The City has implemented Stage 1 - Mandatory. The City has implemented weekly water watch patrols and also provides options for the community to report water waste and Stage 1 Mandatory violations through our website, hotline and MySantaRosa app. Water Use Efficiency staff and City field crews have been trained and can door tag any home or business for a violation. The City has a progressive enforcement program that starts with information and education and can ultimately lead to turning off the customer‰Ûªs water. Implementation The City has implemented Stage 1 - Mandatory, which requires the following: -20% community-wide reduction in water use; -Compliance with the City‰Ûªs water waste ordinance which prohibits runoff from irrigated areas and prohibits property side breaks and leaks; -Irrigation can only occur between the hours of 8 PM through 6 AM; -Prohibits washing down hardscapes unless required for public health and safety; -Prohibits using potable water for street washing; -Requires shut-off hose nozzles for all garden and utility hoses; and - Requires ‰ÛÏWater-on-request‰Û at all restaurants. The City is providing information to the community through bill inserts, bill face messages, social media, dedicated website, radio and newspaper ads. The City offers numerous rebates and incentive programs, including free home and commercial audits. The City continues to participate in the regional media campaign - ""There's a Drought On. Turn the Water Off."" The media campaign includes newspaper and radio ads, before the movie ads, dedicated website, and local cable channel video. In addition, a DIY Outdoor Drought Solutions event will be held August 23rd from 10AM - 4PM to educate the community about outdoor efficiency, rebates and incentive programs. "," 170,093 ",86,,,,,639349253,694288510,86.45,93.88,69%,No Correction Needed
Santa Rosa  City of,1,Yes,Oct-14,492011720,725805260,G,"Due to variation in the number of days in the billing cycle between Oct. 2013 (34) and Oct. 2014 (28), the daily average water production decreased 17.7% in Oct. 2014 (compared to Oct. 2013) as a result of Santa Rosa's conservation efforts. "," 170,093 ",64,"The City has implemented weekly water watch patrols three mornings per week, and also provides options for the community to report water waste and Stage 1 Mandatory violations through our website, hotline and MySantaRosa app. Water Use Efficiency staff and City field crews have been trained and can door tag any home or business for a violation. The City has a progressive enforcement program that starts with information and education and can ultimately lead to turning off the customer‰Ûªs water. ","The City has implemented Stage 1 - Mandatory, which requires the following: -20% community-wide reduction in water use; -Compliance with the City‰Ûªs water waste ordinance which prohibits runoff from irrigated areas and prohibits property side breaks and leaks; -Irrigation can only occur between the hours of 8 PM through 6 AM; -Prohibits washing down hardscapes unless required for public health and safety; -Prohibits using potable water for street washing; -Requires shut-off hose nozzles for all garden and utility hoses; and - Requires ‰ÛÏWater-on-request‰Û at all restaurants. The City is providing information to the community through bill inserts, bill face messages, social media, dedicated website, radio and newspaper ads. The City offers numerous rebates and incentive programs, including free home and commercial audits. The City continues to participate in the regional media campaign - ""There's a Drought On. Turn the Water Off."" The media campaign includes newspaper and radio ads, before the movie ads, dedicated website, and local cable channel video. Additional programs include a Green Exchange program where customers receive $1 per SF of turf removed, as well as a Recirculating Hot Water Pump Rebate.",,,492011720,725805260,64.38,94.98,69%,No Correction Needed
Scotts Valley Water District,1,Yes,Jul-14,41984256,49168452,G,," 10,309 ",,,,9911697,G,41984256,49168452,84.08,98.47,64%,No Correction Needed
Scotts Valley Water District,Stage 1,Yes,Aug-14,41167578,50673980,G,," 10,309 ",,,,8542111,G,41167578,50673980,109.50,134.78,85%,No Correction Needed
Scotts Valley Water District,1,,Sep-14,36307436,45405600,G,"36,307,436 x .69 = 25,052,131 res.gal. used  25,052,131 / 10309 people = 2,430 gal. per person 2,430 / 30 days = 81 GPCD  2013/14 Res. Single Family 56% 2013/14 Res. Multi Family 6% 2013/14 Multi Fam. Landscape 5% Residential Total 69% 2013/14 Commercial 20% 2013/14 Com. Landscape 1% 2013/14 Unaccounted WL 10% "," 10,309 ",81,,,6176224,G,36307436,45405600,81.00,101.30,69%,No Correction Needed
Scotts Valley Water District,1,Yes,Oct-14,35309544,42168952,G,"35,309,544 x .69 = 24,363,585 res.gal. used   24,363,585 / 10309 people = 2363 gal. per person  2,363 / 31 days = 76 GPCD    2013/14 Res. Single Family 56%  2013/14 Res. Multi Family 6%  2013/14 Multi Fam. Landscape 5%  Residential Total 69%  2013/14 Commercial 20%  2013/14 Com. Landscape 1%  2013/14 Unaccounted WL 10%  "," 10,309 ",76,N/A,N/A,5282253,G,35309544,42168952,76.24,91.05,69%,No Correction Needed
Seal Beach  City of,Phase 1,Yes,Jun-14,392,379,AF,"Leisure world is a gated community with 533 acres with 6608 dwelling units and a population of 8400. Water is feed  through meters  that serve irrigation and residential. Another big irrigation cousumption is the the U.S Naval Weapon Station that covers 5,000 acres of land. "," 24,168 ",,"The City went to council on August 11, 2014 and implemented phase 1 for water conservation.",Same as above,,,127733759.4,123497690.8,77.52,74.95,44%,No Correction Needed
Seal Beach  City of,Phase 1,Yes,Jul-14,397,397,AF,Leisure  World is a gated community with 533 acres with 6608 dwelling units and a population of 8400. Water is feed through meters that serve irigation and residential. Another big irrigation consumption is the US Naval Weapons Station that covers 5000 acres of land. ," 24,168 ",,"The City went to Council on August 11, 2014 and implemented phase 1 for water conservation.",same as above,,,129363016.5,129363016.5,75.97,75.97,44%,No Correction Needed
Seal Beach  City of,Phase 1,Yes,Aug-14,377,398,AF,Leisure world is a gated community with 533 acres and 6608 dwelling units and a population of 8400. Water is feed through meters that serve irrigation and residential. Another big irrigation consumption is the U.S naval weapons station that covers 5000 acres," 24,168 ",,Phase 1 water conservation,same as above,,,122845988,129688867.9,72.15,76.16,44%,No Correction Needed
Seal Beach  City of,Phase 1,Yes,Sep-14,347,377,AF,Leisure world is a gated community with 533 acres with 6608 dwelling units and a population of 8400. Water is feed through meters that serve irrigation and residential. Another big irrigation consumption is the U.S Naval Weapon Station that covers 5000 acres of land," 24,168 ",68,The City went to Council on August 11 2014 and implemented phase 1 water conservation.,Same as above,,,113070445.2,122845988,68.62,74.55,44%,No Correction Needed
Seal Beach  City of,Phase 1,Yes,Oct-14,330,347,AF,Leisure World is a gated Community with 533 acres with 6608 dwelling units and a population of 8400. Water is feed through meters that serve irrigation and residential. Another big irrigation consumption is the U.S Naval Weapon Station that covers 5000 acres of land. ," 25,561 ",65.25,"The City went to Council on August 11, 2014 and implemented phase 1 for water conservation.",same as above,,,107530970.9,113070445.2,59.71,62.79,44%,No Correction Needed
Serrano Water District,1,Yes,Jun-14,322.6,335.1,AF,," 6,641 ",,,,,,105119670.4,109192813.2,527.63,548.07,100%,No Correction Needed
Serrano Water District,1,Yes,Jul-14,358.7,346.7,AF,," 6,641 ",,,,,,116882906.9,112972689.7,567.75,548.75,100%,No Correction Needed
Serrano Water District,1,Yes,Aug-14,333.9,346.7,AF,," 6,641 ",,,,,,108801791.5,112972689.7,528.49,548.75,100%,No Correction Needed
Serrano Water District,Stage 1,Yes,Sep-14,318,358,AF,," 6,641 ",520,,,,,103620753.8,116654810.9,520.11,585.53,100%,No Correction Needed
Serrano Water District,1,Yes,Oct-14,245,245,AF,Last year and this years well water production was reduced by 21% due to indirect potable reuse credit. Then that subtotal is added to the imported surface water.     Last years groundwater production for October was much less than this year. Coincidentally the total water production from last year to this year is the same due to the percentage credit of indirect potable credit to groundwater. Call if you have questions.," 6,641 ",388,,,,,79833599.62,79833599.62,364.52,364.52,94%,No Correction Needed
Shafter  City of,3,No,Jun-14,200,209,MG,"City services are not fully-metered to date. To estimate residential usage and percentage of overall system use, the approximate number of residential connections was multiplied by the typical July usage of 35,000 gallons per connection which was then divided by the metered citywide use."," 18,488 ",,,,,,200000000,209000000,241.60,252.47,67%,No Correction Needed
Shafter  City of,3,No,Jul-14,204,239,MG,"City services are not fully-metered to date.  To estimate residential usage and percentage of overall system use, the approximate number of residential connections was multiplied by the typical July usage of 40,000 gallons per connection which was then divided by the metered citywide use."," 18,488 ",,,,,,204000000,239000000,213.56,250.21,60%,No Correction Needed
Shafter  City of,4,No,Aug-14,167,217,MG,"City services are not fully-metered to date. To estimate residential usage and percentage of overall system use, the approximate number of residential connections was multiplied by the typical August usage of 32,000 gallons per connection which was then divided by the metered citywide use."," 18,488 ",,"At its 9-2-14 meeting, the City Council authorized limiting outdoor irrigation to three times per week which is allowed per the City's Municipal Code.",,,,167000000,217000000,227.28,295.33,78%,No Correction Needed
Shafter  City of,3,Yes,Sep-14,161,184,MG,"City services are not fully-metered to date. To estimate residential usage and its percentage of he overall system use, the approximate number of residential connections was multiplied by the typical September usage of 24,000 gallons per connection which was then divided by the metered citywide use."," 18,488 ",182,,,,,161000000,184000000,182.88,209.00,63%,No Correction Needed
