Supplier Name,Stage Invoked,Mandatory Restrictions,Reporting Month,Total Monthly Potable Water Production 2014,Total Monthly Potable Water Production 2013,Units,Qualification,Total Population Served,REPORTED Residential Gallons-per-Capita-Day (R-GPCD) (starting in September 2014),Optional - Enforcement Actions,Optional - Implementation,Optional - Recycled Water,Recycled Water Units, CALCULATED Monthly Gallons Month 2014 ,CALCULATED Monthly Gallons Month 2013,CALCULATED R-GPCD 2014 (Values calculated by Water Board staff using methodology available at http://www.waterboards.ca.gov/waterrights/water_issues/programs/drought/docs/ws_tools/guidance_estimate_res_gpcd.pdf),CALCULATED R-GPCD 2013 (Values calculated by Water Board staff using methodology available at http://www.waterboards.ca.gov/waterrights/water_issues/programs/drought/docs/ws_tools/guidance_estimate_res_gpcd.pdf),% Residential Use,Comments/Corrections
El Monte  City of,2,No,Aug-14,70767000,71541000,G,IT department and Water Desk  will compile percentage of residential use and R-GPCD for future reports.," 22,968 ",,,,,,70767000,71541000,99.39073718,100.4778036,100%,No Correction Needed
El Monte  City of,2,No,Sep-14,70239000,78080000,G,," 22,968 ",,,,,,70239000,78080000,101.9374782,113.3170788,100%,No Correction Needed
El Segundo  City of,"January 10,2010",Yes,Sep-14,320291,320948,CCF,," 16,654 ",96,,,364595,CCF,239594306.5,240085776.6,95.43106158,95.62681547,20%,No Correction Needed
El Segundo  City of,"Jan 1, 2010 Water Conservation Ordinance",Yes,Aug-14,388077,299992,CCF,," 16,654 ",,,,,,290301755.8,224409600,98.96510191,76.50218604,18%,No Correction Needed
El Segundo  City of,"Jan 1, 2010 Water Conservation Ordinance",Yes,Jul-14,261125,237671,CCF,," 16,654 ",,,,,,195335064.9,177790254.5,99.20479052,90.29431027,26%,No Correction Needed
El Toro Water District,Level I,Yes,Jun-14,1005,997,AF,"Reflects Purchased water from wholesaler (Residential, Commercial and Dedicated Irrigation)    ETWD is dependent upon purchased water for all potable demands    Side note:  System wide potable usage 10% lower in 2013 14 than in 2008 09"," 48,628 ",,Utilizing existing Allocation-Based Rate Structure as primary enforcement    As deemed necessary will adjust the DF which will reduce water budgets to send a stronger pricing signal to further conservation efforts    Responding to reported and or observed violations,"Doubled outreach and education efforts to achieve usage reductions    Bilingual communications in progress (newsletters, bill inserts, press releases, paid ads, face to face meetings, door hangers, local cable TV station, City Council Presentations",64,AF,327480684.1,324873872.7,125.7089078,124.7082399,56%,No Correction Needed
El Toro Water District,Level I,Yes,Jul-14,1063,1017,AF,"Reflects Purchased water from wholesaler (Residential, Commercial and Dedicated Irrigation)    ETWD is dependent upon purchased water for all potable demands    Side note:  System wide potable usage10% lower in 2013 14 than in 2008 09"," 48,628 ",,Utilizing existing Allocation Based Rate Structure as primary enforcement    As deemed necessary will adjust the DF which will reduce water budgets to send a stronger pricing signal to further conservation efforts    Responding to reported and or observes violations,"Doubled outreach and education efforts to achieve usage reductions    Enhanced rebates    Bilingual communications enhanced (newsletters, bill inserts, press releases, paid ads, face to face meetings, door hangers, local TV, City presentations",62,AF,346380066.9,331390901.3,126.3768364,120.9080363,55%,DATA CORRECTION
El Toro Water District,Level 1,Yes,Aug-14,1010,1043,AF,"The residential percentage only considers irrigation usage around the residential property.  It does not consider dedicated irrigation meters serving HOA open space, parks or green belts.    Residential is defined as single family and multi-family residences"," 48,628 ",,Utilizing existing allocation based rate structure as primary enforcement - pricing signal    Proactively responding to observed and/or reported infractions,"In addition to pursuit of potable water reductions as a result of increased water use efficiency measures, we are completing a $35 million recycled water expansion project that will convert approximately 1,000 AF/year of potable water used for landscape irrigation to recycled water.  Conversions are planned for the period of November 2014 thru December 2015",58,AF,329109941.3,339863038.4,117.8926307,121.7445682,54%,No Correction Needed
El Toro Water District,Level 1,Yes,Sep-14,922,963,AF,," 48,628 ",115,Allocation Based Conservation Rate Structure,Allocation Based Conservation Rate Structure  Enhanced Outreach/Education & field observations & communications,44,AF,300435015.7,313794924.2,115.3269781,120.4554012,56%,DATA CORRECTION
Elk Grove Water Service,Stage 1,Yes,Jun-14,262540975,297266361,G,," 36,399 ",,,,,,262540975,297266361,230.3307362,260.7957855,96%,No Correction Needed
Elk Grove Water Service,Stage 1,Yes,Jul-14,280379555,333463580,G,," 36,399 ",,,,,,280379555,333463580,238.0458996,283.1149293,96%,No Correction Needed
Elk Grove Water Service,1st,Yes,Aug-14,254280109,316716614,G,," 36,399 ",,,,,,254280109,316716614,215.8871295,268.8965367,96%,No Correction Needed
Elk Grove Water Service,1st,Yes,Sep-14,226833008,272414672,G,," 34,550 ",209.7,,,,,226833008,272414672,209.653663,251.7831701,96%,No Correction Needed
Elsinore Valley Municipal Water District,Stage II,Yes,Jun-14,2818.4,2371.9,AF,," 133,360 ",,,,596.1,AF,918379661.9,772886999.7,213.4805753,179.6602954,93%,No Correction Needed
Elsinore Valley Municipal Water District,Stage II,Yes,Jul-14,2879.1,3242.9,AF,," 133,360 ",,,,720.6,AF,938158843.5,1056703593,211.0435311,237.7107662,93%,No Correction Needed
Elsinore Valley Municipal Water District,Stage II,Yes,Aug-14,2816.3,2976.9,AF,," 133,360 ",,,,669.7,AF,917695373.9,970027113,206.4401711,218.2124579,93%,No Correction Needed
Elsinore Valley Municipal Water District,Stage II,Yes,Sep-14,2663.7,3058,AF,," 133,360 ",199.7,,,606.4,AF,867970446.1,996453663.8,199.5932839,229.138515,92%,No Correction Needed
Escondido  City of,Stage 2,Yes,Jun-14,792.13,791.37,MG,," 145,901 ",,,,,,792130000,791370000,107.8606909,107.7572052,60%,No Correction Needed
Escondido  City of,Stage 2,Yes,Jul-14,831.81,836.42,MG,," 145,901 ",,,,31.255,MG,831810000,836420000,113.4721644,114.101042,62%,No Correction Needed
Escondido  City of,Stage 2,Yes,Sep-14,2103,2427,AF,Agriculture usage 335 AF," 134,053 ",99,,,83,AF,685265551,790841413.3,98.83006959,114.0563856,58%,No Correction Needed
Estero Municipal Improvement District,Stage 1,No,Sep-14,177956,192215,CCF,"The sire is not keeping the population figure I enter. It should be 37,000.    "," 37,000 ",68,0,0,,,133120332.5,143786805.2,67.15980737,72.5410909,56%,No Correction Needed
Estero Municipal Improvement District,1,No,Jun-14,209400,213618,CCF,none," 37,000 ",,none,none,,,156642077.9,159797361,73.38187434,74.86002499,52%,No Correction Needed
Estero Municipal Improvement District,1,No,Jul-14,211200,220478,CCF,none," 37,000 ",,none,none,,,157988571.4,164928997.4,78.51219329,81.961228,57%,No Correction Needed
Estero Municipal Improvement District,Stage 1,No,Aug-14,198760,260383,CCF,"I forgot to change the population figure from the default. It should be 37,000"," 37,000 ",,,,,,148682805.2,194780010.4,72.5914306,95.09747673,56%,No Correction Needed
Eureka  City of,2,,Jun-14,106.311,104.974,MG,," 26,066 ",,,,,,106311000,104974000,135.9510473,134.2412849,100%,No Correction Needed
Eureka  City of,2,No,Jul-14,109.33,117.511,MG,," 26,066 ",,,,,,109330000,117511000,135.3017031,145.4261267,100%,No Correction Needed
Eureka  City of,2,No,Aug-14,104.974,116.125,MG,," 26,066 ",,,,,,104974000,116125000,129.9109209,143.7108778,100%,No Correction Needed
Eureka  City of,2,No,Sep-14,97.591,101.848,MG,," 26,066 ",119,,,,,97591000,101848000,118.5598737,123.7315532,95%,No Correction Needed
Exeter  City of,1,No,Jun-14,89741281,96598600,G,Cannot distinguish percentage of residential use vs commercial ," 10,334 ",,"Voluntary watering guidelines being used presently. Emergency water conservation ordinance with mandatory restrictions is pending Council approval on August 26, 2014. ",,,,89741281,96598600,231.5754622,249.2706277,80%,No Correction Needed
Exeter  City of,1,No,Jul-14,93490585,100584267,G,," 10,334 ",,"Voluntary watering guidelines currently in place. Emergency water conservation ordinance with mandatory watering restrictions pending Council approval on August 26, 2014. ",,,,93490585,100584267,233.4681883,251.1827965,80%,No Correction Needed
Exeter  City of,1,Yes,Aug-14,85791285,96543442,G,," 10,334 ",,"On August 26, an urgency ordinance which includes mandatory watering restrictions was adopted",,,G,85791285,96543442,227.6312837,256.1601407,85%,No Correction Needed
Exeter  City of,2,Yes,Sep-14,70897157,84425515,G,," 10,334 ",224.8,,,,,70897157,84425515,194.3828897,231.4743815,85%,No Correction Needed
Fair Oaks Water District,Stage 3,Yes,Jun-14,1284,1495,AF,," 36,226 ",,,,,,418393232.3,487147883.4,384.9842951,448.2488483,100%,No Correction Needed
Fair Oaks Water District,3,No,Jul-14,1400.67,1741.64,AF,," 36,226 ",,,,,AF,456410318.3,567515879.3,406.4184147,505.3542718,100%,No Correction Needed
Fair Oaks Water District,Stage 3,Yes,Aug-14,1255,1632,AF,," 36,226 ",,,,,,408943540.9,531789528.9,364.1508067,473.5411288,100%,No Correction Needed
Fair Oaks Water District,Stage 3,Yes,Sep-14,1082,1270,AF,," 36,226 ",324,,,,,352571244,413831312.3,324.41823,380.7866471,100%,No Correction Needed
Fairfield  City of,2,Yes,Sep-14,639,742,MG,"This is an estimate based on billed residential water use for the most recent monthly data available, over total water production for September 2014."," 105,392 ",101,The City of Fairfield issued infraction notices in September.,,,MG,639000000,742000000,101.0513132,117.3397095,50%,No Correction Needed
Fairfield  City of,2,Yes,Aug-14,724,837,MG,This is an estimate based on billed residential use over total water production in the latest billing month.," 105,382 ",,,Stage 2 drought restrictions imposed in accordance with SWRCB mandates.  Mandatory elements in place during August.,,,724000000,837000000,97.51313348,112.7327248,44%,No Correction Needed
